;;;;;2019;2019;2020;2020;2021;2021;2022;2022;2023;2023;2024;2024;MO ΝΕΕΣ ΘΕΣΕΙΣ;ΜΟ ΠΡΟΣΛΗΨΕΙΣ
Εκπαιδευτικό επίπεδο;Περιφέρεια;Φύλο;Κλάδος (1ο επίπεδο ανάλυσης);Επάγγελμα (1ο επίπεδο ανάλυσης);Νέες Θέσεις  ;Προσλήψεις;Νέες Θέσεις  ;Προσλήψεις;Νέες Θέσεις  ;Προσλήψεις;Νέες Θέσεις  ;Προσλήψεις;Νέες Θέσεις  ;Προσλήψεις;Νέες Θέσεις  ;Προσλήψεις;;
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Ενημέρωση και επικοινωνία;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;3;35;5;21;-7;30;12;48;3;68;0;30;-3;39
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Ενημέρωση και επικοινωνία;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;1;26;2;21;9;27;1;34;4;38;7;27;-4;29
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Ενημέρωση και επικοινωνία;Χειριστές σταθερών βιομηχανικών εγκαταστάσεων, μηχανημάτων και εξοπλισμού και συναρμολογητές (μονταδόροι);;;;;10;14;-2;10;2;6;12;21;-6;13
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;3;48;10;49;-17;43;11;93;11;77;-1;67;-3;63
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Απασχολούμενοι στην παροχή υπηρεσιών και πωλητές σε καταστήματα και υπαίθριες αγορές;7;20;0;12;6;19;4;39;-5;18;-7;12;-1;20
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Ειδικευμένοι γεωργοί, κτηνοτρόφοι, δασοκόμοι και αλιείς;0;3;5;13;1;1;-1;75;2;30;5;52;-2;29
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Ειδικευμένοι τεχνίτες και ασκούντες συναφή τεχνικά επαγγέλματα;4;31;1;17;1;22;-3;28;-1;24;1;27;-1;25
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Μέλη των βουλευομένων σωμάτων, ανώτερα διοικητικά και διευθυντικά στελέχη του δημόσιου και του ιδιωτικού τομέα;1;2;-1;;1;1;-1;;;;;;0;2
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Πρόσωπα που ασκούν επιστημονικά, καλλιτεχνικά και συναφή επαγγέλματα;-1;16;2;5;2;4;4;7;0;6;2;8;-2;8
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;-5;50;1;22;-2;36;-11;55;-3;45;-4;54;4;44
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;41;118;22;94;62;170;12;149;4;163;5;133;-24;138
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Επαγγελματικές, επιστημονικές και τεχνικές δραστηριότητες;Χειριστές σταθερών βιομηχανικών εγκαταστάσεων, μηχανημάτων και εξοπλισμού και συναρμολογητές (μονταδόροι);9;21;-1;8;0;7;-1;7;-2;12;-2;7;-1;10
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Κατασκευές;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;25;155;16;133;-13;136;11;181;41;197;37;242;-20;174
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Κατασκευές;Απασχολούμενοι στην παροχή υπηρεσιών και πωλητές σε καταστήματα και υπαίθριες αγορές;-1;8;8;14;-6;17;2;11;2;15;-3;16;0;14
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Κατασκευές;Ειδικευμένοι γεωργοί, κτηνοτρόφοι, δασοκόμοι και αλιείς;;;1;1;-1;1;1;1;-1;2;13;15;-3;4
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Κατασκευές;Ειδικευμένοι τεχνίτες και ασκούντες συναφή τεχνικά επαγγέλματα;7;101;12;92;-2;112;6;167;39;173;30;228;-15;146
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Κατασκευές;Μέλη των βουλευομένων σωμάτων, ανώτερα διοικητικά και διευθυντικά στελέχη του δημόσιου και του ιδιωτικού τομέα;;;;;;;;;-1;;;;1;#DIV/0!
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Κατασκευές;Πρόσωπα που ασκούν επιστημονικά, καλλιτεχνικά και συναφή επαγγέλματα;-1;;2;2;;;0;2;0;1;0;2;0;2
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Κατασκευές;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;4;15;2;9;2;15;2;5;-2;5;3;9;-2;10
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Κατασκευές;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;10;23;5;19;1;27;1;23;3;25;11;34;-5;25
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Κατασκευές;Χειριστές σταθερών βιομηχανικών εγκαταστάσεων, μηχανημάτων και εξοπλισμού και συναρμολογητές (μονταδόροι);8;105;25;129;19;110;-11;120;16;121;25;183;-14;128
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Μεταποίηση;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;172;1.180;60;948;122;1.081;40;1.081;29;982;-9;753;-69;1004
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Μεταποίηση;Απασχολούμενοι στην παροχή υπηρεσιών και πωλητές σε καταστήματα και υπαίθριες αγορές;10;106;13;117;6;119;-17;226;4;164;2;141;-3;146
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Μεταποίηση;Ειδικευμένοι γεωργοί, κτηνοτρόφοι, δασοκόμοι και αλιείς;0;4;1;5;-1;6;7;22;-3;9;-1;5;-1;9
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Μεταποίηση;Ειδικευμένοι τεχνίτες και ασκούντες συναφή τεχνικά επαγγέλματα;103;684;-13;556;-12;481;-73;433;68;528;21;586;-16;545
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Μεταποίηση;Μέλη των βουλευομένων σωμάτων, ανώτερα διοικητικά και διευθυντικά στελέχη του δημόσιου και του ιδιωτικού τομέα;2;4;1;3;;;0;1;1;1;-1;;-1;2
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Μεταποίηση;Πρόσωπα που ασκούν επιστημονικά, καλλιτεχνικά και συναφή επαγγέλματα;0;1;-1;1;-1;2;1;15;2;11;0;10;0;7
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Μεταποίηση;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;4;40;-5;23;4;35;3;115;2;48;-1;61;-1;54
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Μεταποίηση;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;14;93;19;88;5;107;-10;90;20;117;-11;101;-6;99
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Μεταποίηση;Χειριστές σταθερών βιομηχανικών εγκαταστάσεων, μηχανημάτων και εξοπλισμού και συναρμολογητές (μονταδόροι);17;611;146;709;0;657;76;799;72;906;60;686;-62;728
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Μεταφορά και αποθήκευση;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;7;48;1;57;-1;44;2;63;-7;65;18;127;-3;67
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Μεταφορά και αποθήκευση;Απασχολούμενοι στην παροχή υπηρεσιών και πωλητές σε καταστήματα και υπαίθριες αγορές;-1;6;0;6;-2;38;6;23;0;20;-7;12;1;18
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Μεταφορά και αποθήκευση;Ειδικευμένοι τεχνίτες και ασκούντες συναφή τεχνικά επαγγέλματα;5;6;-1;11;5;13;0;14;-5;11;4;21;-1;13
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Μεταφορά και αποθήκευση;Μέλη των βουλευομένων σωμάτων, ανώτερα διοικητικά και διευθυντικά στελέχη του δημόσιου και του ιδιωτικού τομέα;-3;;-2;;-2;;-4;;;;;;3;#DIV/0!
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Μεταφορά και αποθήκευση;Πρόσωπα που ασκούν επιστημονικά, καλλιτεχνικά και συναφή επαγγέλματα;0;1;0;1;;;;;;;;;0;1
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Μεταφορά και αποθήκευση;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;-1;;1;16;0;39;4;21;-2;40;0;48;0;33
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Μεταφορά και αποθήκευση;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;-1;85;0;128;-62;113;-19;85;10;110;-19;93;15;102
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Μεταφορά και αποθήκευση;Χειριστές σταθερών βιομηχανικών εγκαταστάσεων, μηχανημάτων και εξοπλισμού και συναρμολογητές (μονταδόροι);32;604;3;387;15;295;21;371;95;617;79;741;-41;503
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Ορυχεία και Λατομεία;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;3;17;0;11;2;21;-2;7;1;2;-3;12;0;12
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Ορυχεία και Λατομεία;Απασχολούμενοι στην παροχή υπηρεσιών και πωλητές σε καταστήματα και υπαίθριες αγορές;-1;;;;;;-1;;;;;;1;#DIV/0!
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Ορυχεία και Λατομεία;Ειδικευμένοι τεχνίτες και ασκούντες συναφή τεχνικά επαγγέλματα;-5;170;-5;107;52;137;2;91;21;111;5;58;-12;112
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Ορυχεία και Λατομεία;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;-1;1;-1;1;1;2;1;2;0;1;1;1;0;1
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Ορυχεία και Λατομεία;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;5;9;-1;3;0;4;-1;2;0;2;0;7;-1;5
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Ορυχεία και Λατομεία;Χειριστές σταθερών βιομηχανικών εγκαταστάσεων, μηχανημάτων και εξοπλισμού και συναρμολογητές (μονταδόροι);-12;203;20;121;39;126;2;81;-16;80;-5;70;-5;114
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;-3;19;4;11;3;15;-2;15;10;36;-12;11;0;18
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού;Απασχολούμενοι στην παροχή υπηρεσιών και πωλητές σε καταστήματα και υπαίθριες αγορές;;;;;2;2;-1;;;;;;-1;2
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού;Ειδικευμένοι τεχνίτες και ασκούντες συναφή τεχνικά επαγγέλματα;0;1;-1;;-1;;;;3;11;2;3;-1;5
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;;;;;;;0;1;-1;;-1;;1;1
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;-3;1;4;7;2;8;4;7;-3;1;2;7;-1;5
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού;Χειριστές σταθερών βιομηχανικών εγκαταστάσεων, μηχανημάτων και εξοπλισμού και συναρμολογητές (μονταδόροι);-1;2;1;2;-2;1;2;3;2;8;5;16;-1;5
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;0;51;8;55;3;67;3;75;1;67;-8;46;-1;60
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης;Ειδικευμένοι τεχνίτες και ασκούντες συναφή τεχνικά επαγγέλματα;1;9;-4;10;3;15;3;11;-1;9;3;14;-1;11
ΓΕΛ;Περιφέρεια Ανατολικής Μακεδονίας & Θράκης;Άνδρες;Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης;Μέλη των βουλευομένων σωμάτων, ανώτερα διοικητικά και διευθυντικά στελέχη του δημόσιου και του ιδιωτικού τομέα;;;;;1;1;;;;;-1;;0;1
